2007-11-12,13176.7900391
2007-11-19,12980.8798828
2007-11-26,13371.7197266
2007-12-03,13625.5800781
2007-12-10,13339.8496094
2007-12-17,13450.6503906
2007-12-24,13365.8701172
2007-12-31,12800.1796875
2008-01-07,12606.2998047
2008-01-14,12099.2998047
2008-01-21,12207.1699219
2008-01-28,12743.1904297
2008-02-04,12182.1298828
2008-02-11,12348.2099609
2008-02-18,12381.0195312
2008-02-25,12266.3896484
2008-03-03,11893.6904297
2008-03-10,11951.0898438
2008-03-17,12361.3203125
2008-03-24,12216.4003906
2008-03-31,12609.4199219
2008-04-07,12325.4199219
2008-04-14,12849.3603516
2008-04-21,12891.8603516
2008-04-28,13058.2001953
2008-05-05,12745.8798828
2008-05-12,12986.7998047
2008-05-19,12479.6298828
2008-05-26,12638.3203125
2008-06-02,12209.8095703
2008-06-09,12307.3496094
2008-06-16,11842.6904297
2008-06-23,11346.5097656
2008-06-30,11288.5400391
2008-07-07,11100.5400391
2008-07-14,11496.5703125
2008-07-21,11370.6904297
2008-07-28,11326.3203125
2008-08-04,11734.3203125
2008-08-11,11659.9003906
2008-08-18,11628.0595703
2008-08-25,11543.9599609
2008-09-01,11220.9599609
2008-09-08,11421.9902344
2008-09-15,11388.4404297
2008-09-22,11143.1298828
2008-09-29,10325.3798828
2008-10-06,8451.19042969
2008-10-13,8852.21972656
2008-10-20,8378.95019531
2008-10-27,9325.00976562
2008-11-03,8943.80957031
2008-11-10,8497.30957031
2008-11-17,8046.41992188
2008-11-24,8829.04003906
2008-12-01,8635.41992188
2008-12-08,8629.6796875
2008-12-15,8579.11035156
2008-12-22,8515.54980469
2008-12-29,9034.69042969
2009-01-05,8599.1796875
2009-01-12,8281.21972656
2009-01-19,8077.56005859
2009-01-26,8000.85986328
2009-02-02,8280.58984375
2009-02-09,7850.41015625
2009-02-16,7365.66992188
2009-02-23,7062.93017578
2009-03-02,6626.93994141
2009-03-09,7223.97998047
2009-03-16,7278.37988281
2009-03-23,7776.18017578
2009-03-30,8017.58984375
2009-04-06,8083.37988281
2009-04-13,8131.33007812
2009-04-20,8076.29003906
2009-04-27,8212.41015625
2009-05-04,8574.65039062
2009-05-11,8268.63964844
2009-05-18,8277.3203125
2009-05-25,8500.33007812
2009-06-01,8763.12988281
2009-06-08,8799.25976562
2009-06-15,8539.73046875
2009-06-22,8438.38964844
2009-06-29,8280.74023438
2009-07-06,8146.52001953
2009-07-13,8743.94042969
2009-07-20,9093.24023438
2009-07-27,9171.61035156
2009-08-03,9370.0703125
2009-08-10,9321.40039062
2009-08-17,9505.95996094
2009-08-24,9544.20019531
2009-08-31,9441.26953125
2009-09-07,9605.41015625
2009-09-14,9820.20019531
2009-09-21,9665.19042969
2009-09-28,9487.66992188
2009-10-05,9864.94042969
2009-10-12,9995.91015625
2009-10-19,9972.1796875
2009-10-26,9712.73046875
2009-11-02,10023.4199219
2009-11-09,10270.4697266
2009-11-16,10318.1601562
2009-11-23,10309.9199219
2009-11-30,10388.9003906
2009-12-07,10471.5
2009-12-14,10328.8896484
2009-12-21,10520.0898438
2009-12-28,10428.0498047
2010-01-04,10618.1904297
2010-01-11,10609.6503906
2010-01-18,10172.9804688
2010-01-25,10067.3300781
2010-02-01,10012.2304688
2010-02-08,10099.1396484
2010-02-15,10402.3496094
2010-02-22,10325.2597656
2010-03-01,10566.2001953
2010-03-08,10624.6904297
2010-03-15,10741.9804688
2010-03-22,10850.3603516
2010-03-29,10927.0703125
2010-04-05,10997.3496094
2010-04-12,11018.6601562
2010-04-19,11204.2802734
2010-04-26,11008.6103516
2010-05-03,10380.4296875
2010-05-10,10620.1601562
2010-05-17,10193.3896484
2010-05-24,10136.6298828
2010-05-31,9931.96972656
2010-06-07,10211.0703125
2010-06-14,10450.6396484
2010-06-21,10143.8095703
2010-06-28,9686.48046875
2010-07-05,10198.0302734
2010-07-12,10097.9003906
2010-07-19,10424.6201172
2010-07-26,10465.9404297
2010-08-02,10653.5595703
2010-08-09,10303.1503906
2010-08-16,10213.6201172
2010-08-23,10150.6503906
2010-08-30,10447.9296875
2010-09-06,10462.7695312
2010-09-13,10607.8496094
2010-09-20,10860.2597656
2010-09-27,10829.6796875
2010-10-04,11006.4804688
2010-10-11,11062.7802734
2010-10-18,11132.5595703
2010-10-25,11118.4902344
2010-11-01,11444.0800781
2010-11-08,11192.5800781
2010-11-15,11203.5498047
2010-11-22,11091.8701172
2010-11-29,11382.0898438
2010-12-06,11410.3203125
2010-12-13,11491.9101562
2010-12-20,11573.4902344
2010-12-27,11577.5097656
2011-01-03,11674.7597656
2011-01-10,11787.3798828
2011-01-17,11871.8398438
2011-01-24,11823.7001953
2011-01-31,12092.1503906
2011-02-07,12273.2597656
2011-02-14,12391.25
2011-02-21,12130.4501953
2011-02-28,12169.8798828
2011-03-07,12044.4003906
2011-03-14,11858.5195312
2011-03-21,12220.5898438
2011-03-28,12376.7197266
2011-04-04,12380.0498047
2011-04-11,12341.8300781
2011-04-18,12505.9902344
2011-04-25,12810.5400391
2011-05-02,12638.7402344
2011-05-09,12595.75
2011-05-16,12512.0400391
2011-05-23,12441.5800781
2011-05-30,12151.2597656
2011-06-06,11951.9101562
2011-06-13,12004.3603516
2011-06-20,11934.5800781
2011-06-27,12582.7695312
2011-07-04,12657.2001953
2011-07-11,12479.7304688
2011-07-18,12681.1601562
2011-07-25,12143.2402344
2011-08-01,11444.6103516
2011-08-08,11269.0195312
2011-08-15,10817.6503906
2011-08-22,11284.5400391
2011-08-29,11240.2597656
2011-09-05,10992.1298828
2011-09-12,11509.0898438
2011-09-19,10771.4804688
2011-09-26,10913.3798828
2011-10-03,11103.1201172
2011-10-10,11644.4902344
2011-10-17,11808.7900391
2011-10-24,12231.1103516
2011-10-31,11983.2402344
2011-11-07,12153.6796875
2011-11-14,11796.1601562
